[ 5913.454883] TCP: my_cca: seq=1 cwnd=10 rtt=191 bytes_acked=1448 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:34706
[ 5932.553825] TCP: my_cca: seq=222632 cwnd=6 rtt=197 bytes_acked=561575028 bytes_sent=642709364 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.554100] TCP: my_cca: seq=222635 cwnd=3 rtt=97 bytes_acked=561583716 bytes_sent=642715156 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.554627] TCP: my_cca: seq=222641 cwnd=6 rtt=216 bytes_acked=561598196 bytes_sent=642733980 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.554873] TCP: my_cca: seq=222645 cwnd=3 rtt=107 bytes_acked=561606884 bytes_sent=642741220 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.555542] TCP: my_cca: seq=222652 cwnd=6 rtt=277 bytes_acked=561624260 bytes_sent=642762940 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.555802] TCP: my_cca: seq=222655 cwnd=3 rtt=113 bytes_acked=561632948 bytes_sent=642770180 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.556278] TCP: my_cca: seq=222662 cwnd=6 rtt=175 bytes_acked=561648876 bytes_sent=642791900 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.556649] TCP: my_cca: seq=222666 cwnd=3 rtt=128 bytes_acked=561657564 bytes_sent=642799140 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.557154] TCP: my_cca: seq=222673 cwnd=6 rtt=142 bytes_acked=561674940 bytes_sent=642820860 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.557523] TCP: my_cca: seq=222677 cwnd=3 rtt=132 bytes_acked=561683628 bytes_sent=642828100 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.558156] TCP: my_cca: seq=222685 cwnd=6 rtt=236 bytes_acked=561702452 bytes_sent=642849820 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.558404] TCP: my_cca: seq=222688 cwnd=3 rtt=109 bytes_acked=561711140 bytes_sent=642857060 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.558948] TCP: my_cca: seq=222693 cwnd=6 rtt=181 bytes_acked=561727068 bytes_sent=642878780 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.559291] TCP: my_cca: seq=222697 cwnd=3 rtt=107 bytes_acked=561737204 bytes_sent=642886020 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.559563] TCP: my_cca: seq=222700 cwnd=5 rtt=123 bytes_acked=561745892 bytes_sent=642896156 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.559903] TCP: my_cca: seq=222704 cwnd=6 rtt=275 bytes_acked=561754580 bytes_sent=642907740 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.560155] TCP: my_cca: seq=222707 cwnd=3 rtt=110 bytes_acked=561763268 bytes_sent=642914980 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.560776] TCP: my_cca: seq=222714 cwnd=6 rtt=274 bytes_acked=561780644 bytes_sent=642936700 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.560995] TCP: my_cca: seq=222717 cwnd=3 rtt=129 bytes_acked=561787884 bytes_sent=642943940 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.561525] TCP: my_cca: seq=222725 cwnd=6 rtt=183 bytes_acked=561805260 bytes_sent=642974348 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.561805] TCP: my_cca: seq=222729 cwnd=3 rtt=106 bytes_acked=561813948 bytes_sent=642980140 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.562391] TCP: my_cca: seq=222737 cwnd=6 rtt=161 bytes_acked=561831324 bytes_sent=643003308 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.562760] TCP: my_cca: seq=222741 cwnd=3 rtt=135 bytes_acked=561840012 bytes_sent=643010548 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.563266] TCP: my_cca: seq=222749 cwnd=6 rtt=147 bytes_acked=561857388 bytes_sent=643032268 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.563549] TCP: my_cca: seq=222753 cwnd=3 rtt=111 bytes_acked=561866076 bytes_sent=643038060 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.564262] TCP: my_cca: seq=222761 cwnd=6 rtt=248 bytes_acked=561884900 bytes_sent=643061228 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.564531] TCP: my_cca: seq=222764 cwnd=3 rtt=116 bytes_acked=561893588 bytes_sent=643068468 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.565133] TCP: my_cca: seq=222771 cwnd=6 rtt=251 bytes_acked=561910964 bytes_sent=643090188 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.565386] TCP: my_cca: seq=222774 cwnd=3 rtt=110 bytes_acked=561919652 bytes_sent=643097428 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.566032] TCP: my_cca: seq=222781 cwnd=6 rtt=220 bytes_acked=561938476 bytes_sent=643133628 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.566308] TCP: my_cca: seq=222784 cwnd=4 rtt=125 bytes_acked=561947164 bytes_sent=643139420 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.566746] TCP: my_cca: seq=222790 cwnd=6 rtt=194 bytes_acked=561961644 bytes_sent=643158244 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.567044] TCP: my_cca: seq=222793 cwnd=3 rtt=104 bytes_acked=561970332 bytes_sent=643164036 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.567568] TCP: my_cca: seq=222800 cwnd=6 rtt=227 bytes_acked=561986260 bytes_sent=643184308 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.567621] TCP: my_cca: seq=222801 cwnd=6 rtt=152 bytes_acked=561987708 bytes_sent=643187204 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.568018] TCP: my_cca: seq=222804 cwnd=3 rtt=139 bytes_acked=561996396 bytes_sent=643194444 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.568489] TCP: my_cca: seq=222811 cwnd=6 rtt=139 bytes_acked=562013772 bytes_sent=643216164 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.568846] TCP: my_cca: seq=222815 cwnd=3 rtt=116 bytes_acked=562022460 bytes_sent=643223404 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.569491] TCP: my_cca: seq=222823 cwnd=6 rtt=183 bytes_acked=562041284 bytes_sent=643245124 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.569774] TCP: my_cca: seq=222826 cwnd=3 rtt=111 bytes_acked=562049972 bytes_sent=643252364 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.570226] TCP: my_cca: seq=222833 cwnd=6 rtt=155 bytes_acked=562065900 bytes_sent=643274084 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.570524] TCP: my_cca: seq=222836 cwnd=3 rtt=97 bytes_acked=562074588 bytes_sent=643279876 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.571043] TCP: my_cca: seq=222842 cwnd=6 rtt=216 bytes_acked=562089068 bytes_sent=643298700 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.571293] TCP: my_cca: seq=222846 cwnd=3 rtt=111 bytes_acked=562097756 bytes_sent=643305940 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.571963] TCP: my_cca: seq=222853 cwnd=6 rtt=268 bytes_acked=562115132 bytes_sent=643327660 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.572250] TCP: my_cca: seq=222856 cwnd=3 rtt=107 bytes_acked=562123820 bytes_sent=643334900 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.572833] TCP: my_cca: seq=222863 cwnd=6 rtt=235 bytes_acked=562141196 bytes_sent=643356620 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.573082] TCP: my_cca: seq=222866 cwnd=3 rtt=105 bytes_acked=562149884 bytes_sent=643363860 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.573712] TCP: my_cca: seq=222872 cwnd=6 rtt=287 bytes_acked=562167260 bytes_sent=643385580 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.573972] TCP: my_cca: seq=222875 cwnd=3 rtt=107 bytes_acked=562175948 bytes_sent=643392820 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.574602] TCP: my_cca: seq=222882 cwnd=6 rtt=290 bytes_acked=562194772 bytes_sent=643415988 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.574845] TCP: my_cca: seq=222885 cwnd=3 rtt=99 bytes_acked=562202012 bytes_sent=643423228 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.575451] TCP: my_cca: seq=222892 cwnd=6 rtt=243 bytes_acked=562219388 bytes_sent=643447844 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.575698] TCP: my_cca: seq=222895 cwnd=3 rtt=110 bytes_acked=562228076 bytes_sent=643455084 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.576202] TCP: my_cca: seq=222899 cwnd=6 rtt=175 bytes_acked=562242556 bytes_sent=643473908 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.576249] TCP: my_cca: seq=222900 cwnd=3 rtt=221 bytes_acked=562244004 bytes_sent=643476804 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.576414] TCP: my_cca: seq=222902 cwnd=3 rtt=125 bytes_acked=562248348 bytes_sent=643481148 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.576918] TCP: my_cca: seq=222909 cwnd=6 rtt=183 bytes_acked=562265724 bytes_sent=643502868 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.577199] TCP: my_cca: seq=222913 cwnd=3 rtt=97 bytes_acked=562274412 bytes_sent=643508660 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.577924] TCP: my_cca: seq=222920 cwnd=6 rtt=264 bytes_acked=562293236 bytes_sent=643531828 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.578188] TCP: my_cca: seq=222923 cwnd=3 rtt=108 bytes_acked=562301924 bytes_sent=643539068 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.578797] TCP: my_cca: seq=222929 cwnd=6 rtt=240 bytes_acked=562319300 bytes_sent=643560788 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.579054] TCP: my_cca: seq=222932 cwnd=3 rtt=112 bytes_acked=562327988 bytes_sent=643568028 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.579668] TCP: my_cca: seq=222938 cwnd=6 rtt=270 bytes_acked=562345364 bytes_sent=643589748 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.579929] TCP: my_cca: seq=222941 cwnd=3 rtt=113 bytes_acked=562354052 bytes_sent=643596988 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.580563] TCP: my_cca: seq=222948 cwnd=6 rtt=291 bytes_acked=562372876 bytes_sent=643620156 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.580814] TCP: my_cca: seq=222951 cwnd=3 rtt=109 bytes_acked=562380116 bytes_sent=643627396 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.581411] TCP: my_cca: seq=222958 cwnd=6 rtt=255 bytes_acked=562397492 bytes_sent=643649116 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.581656] TCP: my_cca: seq=222961 cwnd=3 rtt=106 bytes_acked=562406180 bytes_sent=643656356 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.582282] TCP: my_cca: seq=222967 cwnd=6 rtt=271 bytes_acked=562423556 bytes_sent=643678076 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.582541] TCP: my_cca: seq=222970 cwnd=3 rtt=109 bytes_acked=562432244 bytes_sent=643685316 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.583153] TCP: my_cca: seq=222977 cwnd=6 rtt=273 bytes_acked=562449620 bytes_sent=643707036 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.583367] TCP: my_cca: seq=222980 cwnd=3 rtt=127 bytes_acked=562456860 bytes_sent=643714276 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.583943] TCP: my_cca: seq=222988 cwnd=6 rtt=237 bytes_acked=562474236 bytes_sent=643750476 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.584192] TCP: my_cca: seq=222992 cwnd=3 rtt=129 bytes_acked=562482924 bytes_sent=643754820 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.584766] TCP: my_cca: seq=223000 cwnd=6 rtt=185 bytes_acked=562500300 bytes_sent=643776540 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.585043] TCP: my_cca: seq=223003 cwnd=3 rtt=92 bytes_acked=562508988 bytes_sent=643782332 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.585578] TCP: my_cca: seq=223009 cwnd=6 rtt=208 bytes_acked=562523468 bytes_sent=643801156 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.585839] TCP: my_cca: seq=223013 cwnd=3 rtt=111 bytes_acked=562532156 bytes_sent=643808396 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.586367] TCP: my_cca: seq=223020 cwnd=6 rtt=174 bytes_acked=562548084 bytes_sent=643830116 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.586856] TCP: my_cca: seq=223023 cwnd=4 rtt=124 bytes_acked=562559668 bytes_sent=643840252 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.587245] TCP: my_cca: seq=223029 cwnd=6 rtt=169 bytes_acked=562574148 bytes_sent=643859076 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.587513] TCP: my_cca: seq=223032 cwnd=3 rtt=94 bytes_acked=562582836 bytes_sent=643864868 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.587983] TCP: my_cca: seq=223038 cwnd=6 rtt=175 bytes_acked=562595868 bytes_sent=643883692 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.588284] TCP: my_cca: seq=223041 cwnd=3 rtt=111 bytes_acked=562604556 bytes_sent=643889484 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.588776] TCP: my_cca: seq=223047 cwnd=6 rtt=196 bytes_acked=562619036 bytes_sent=643908308 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.589027] TCP: my_cca: seq=223051 cwnd=3 rtt=112 bytes_acked=562627724 bytes_sent=643915548 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.589713] TCP: my_cca: seq=223058 cwnd=6 rtt=280 bytes_acked=562645100 bytes_sent=643937268 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.589979] TCP: my_cca: seq=223061 cwnd=3 rtt=114 bytes_acked=562653788 bytes_sent=643944508 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.590570] TCP: my_cca: seq=223068 cwnd=6 rtt=234 bytes_acked=562671164 bytes_sent=643966228 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.590889] TCP: my_cca: seq=223071 cwnd=3 rtt=115 bytes_acked=562679852 bytes_sent=643973468 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.591329] TCP: my_cca: seq=223077 cwnd=6 rtt=135 bytes_acked=562695780 bytes_sent=643995188 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.591602] TCP: my_cca: seq=223081 cwnd=3 rtt=105 bytes_acked=562704468 bytes_sent=644000980 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.592177] TCP: my_cca: seq=223089 cwnd=6 rtt=151 bytes_acked=562721844 bytes_sent=644024148 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.592555] TCP: my_cca: seq=223093 cwnd=3 rtt=131 bytes_acked=562730532 bytes_sent=644031388 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.593006] TCP: my_cca: seq=223100 cwnd=6 rtt=168 bytes_acked=562746460 bytes_sent=644050212 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.593053] TCP: my_cca: seq=223101 cwnd=6 rtt=156 bytes_acked=562747908 bytes_sent=644053108 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.593365] TCP: my_cca: seq=223104 cwnd=3 rtt=108 bytes_acked=562756596 bytes_sent=644058900 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.593864] TCP: my_cca: seq=223110 cwnd=6 rtt=182 bytes_acked=562771076 bytes_sent=644077724 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.594111] TCP: my_cca: seq=223114 cwnd=3 rtt=112 bytes_acked=562779764 bytes_sent=644084964 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.594786] TCP: my_cca: seq=223121 cwnd=6 rtt=273 bytes_acked=562797140 bytes_sent=644106684 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.595067] TCP: my_cca: seq=223124 cwnd=3 rtt=109 bytes_acked=562805828 bytes_sent=644113924 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.595816] TCP: my_cca: seq=223133 cwnd=6 rtt=297 bytes_acked=562826100 bytes_sent=644142884 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.596003] TCP: my_cca: seq=223137 cwnd=3 rtt=134 bytes_acked=562834788 bytes_sent=644147228 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.596547] TCP: my_cca: seq=223145 cwnd=6 rtt=196 bytes_acked=562852164 bytes_sent=644168948 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.596832] TCP: my_cca: seq=223148 cwnd=3 rtt=103 bytes_acked=562860852 bytes_sent=644174740 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.597423] TCP: my_cca: seq=223156 cwnd=6 rtt=166 bytes_acked=562878228 bytes_sent=644197908 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.597756] TCP: my_cca: seq=223159 cwnd=3 rtt=100 bytes_acked=562886916 bytes_sent=644203700 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.598286] TCP: my_cca: seq=223167 cwnd=6 rtt=154 bytes_acked=562904292 bytes_sent=644226868 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.598640] TCP: my_cca: seq=223170 cwnd=3 rtt=119 bytes_acked=562912980 bytes_sent=644234108 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.599160] TCP: my_cca: seq=223177 cwnd=6 rtt=179 bytes_acked=562930356 bytes_sent=644255828 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.599533] TCP: my_cca: seq=223181 cwnd=3 rtt=133 bytes_acked=562939044 bytes_sent=644263068 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.600166] TCP: my_cca: seq=223189 cwnd=6 rtt=266 bytes_acked=562957868 bytes_sent=644284788 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.600419] TCP: my_cca: seq=223192 cwnd=3 rtt=111 bytes_acked=562966556 bytes_sent=644292028 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.601034] TCP: my_cca: seq=223199 cwnd=6 rtt=265 bytes_acked=562983932 bytes_sent=644313748 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.601064] TCP: my_cca: seq=223200 cwnd=3 rtt=294 bytes_acked=562986828 bytes_sent=644315196 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.601288] TCP: my_cca: seq=223202 cwnd=3 rtt=109 bytes_acked=562992620 bytes_sent=644320988 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.601779] TCP: my_cca: seq=223209 cwnd=6 rtt=177 bytes_acked=563008548 bytes_sent=644342708 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.602072] TCP: my_cca: seq=223212 cwnd=3 rtt=105 bytes_acked=563017236 bytes_sent=644348500 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.602646] TCP: my_cca: seq=223220 cwnd=6 rtt=153 bytes_acked=563034612 bytes_sent=644371668 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.603021] TCP: my_cca: seq=223224 cwnd=3 rtt=133 bytes_acked=563043300 bytes_sent=644378908 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.603518] TCP: my_cca: seq=223232 cwnd=6 rtt=150 bytes_acked=563060676 bytes_sent=644400628 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.603879] TCP: my_cca: seq=223236 cwnd=3 rtt=132 bytes_acked=563069364 bytes_sent=644407868 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.604521] TCP: my_cca: seq=223244 cwnd=6 rtt=195 bytes_acked=563088188 bytes_sent=644429588 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.604754] TCP: my_cca: seq=223247 cwnd=3 rtt=143 bytes_acked=563095428 bytes_sent=644436828 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.605254] TCP: my_cca: seq=223253 cwnd=6 rtt=134 bytes_acked=563112804 bytes_sent=644461444 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.605629] TCP: my_cca: seq=223257 cwnd=3 rtt=139 bytes_acked=563121492 bytes_sent=644468684 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.606272] TCP: my_cca: seq=223264 cwnd=6 rtt=205 bytes_acked=563141764 bytes_sent=644491852 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.606490] TCP: my_cca: seq=223267 cwnd=3 rtt=129 bytes_acked=563147556 bytes_sent=644499092 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.607145] TCP: my_cca: seq=223274 cwnd=6 rtt=207 bytes_acked=563167828 bytes_sent=644522260 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.607350] TCP: my_cca: seq=223277 cwnd=3 rtt=118 bytes_acked=563173620 bytes_sent=644529500 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.608025] TCP: my_cca: seq=223285 cwnd=6 rtt=210 bytes_acked=563193892 bytes_sent=644561356 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.608195] TCP: my_cca: seq=223288 cwnd=3 rtt=294 bytes_acked=563199684 bytes_sent=644562804 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.608890] TCP: my_cca: seq=223296 cwnd=6 rtt=206 bytes_acked=563219956 bytes_sent=644587420 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.609102] TCP: my_cca: seq=223299 cwnd=3 rtt=123 bytes_acked=563225748 bytes_sent=644594660 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.609182] TCP: my_cca: seq=223300 cwnd=4 rtt=98 bytes_acked=563228644 bytes_sent=644596108 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.609761] TCP: my_cca: seq=223307 cwnd=6 rtt=204 bytes_acked=563246020 bytes_sent=644617828 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.609970] TCP: my_cca: seq=223310 cwnd=3 rtt=121 bytes_acked=563251812 bytes_sent=644625068 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.610641] TCP: my_cca: seq=223317 cwnd=6 rtt=214 bytes_acked=563272084 bytes_sent=644648236 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.610852] TCP: my_cca: seq=223320 cwnd=3 rtt=122 bytes_acked=563277876 bytes_sent=644655476 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.611638] TCP: my_cca: seq=223328 cwnd=6 rtt=208 bytes_acked=563301044 bytes_sent=644681540 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.611890] TCP: my_cca: seq=223331 cwnd=3 rtt=106 bytes_acked=563309732 bytes_sent=644688780 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.612512] TCP: my_cca: seq=223337 cwnd=6 rtt=281 bytes_acked=563327108 bytes_sent=644710500 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.612769] TCP: my_cca: seq=223340 cwnd=3 rtt=104 bytes_acked=563335796 bytes_sent=644717740 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.613381] TCP: my_cca: seq=223347 cwnd=6 rtt=208 bytes_acked=563353172 bytes_sent=644739460 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.613603] TCP: my_cca: seq=223350 cwnd=3 rtt=135 bytes_acked=563360412 bytes_sent=644746700 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.614267] TCP: my_cca: seq=223357 cwnd=6 rtt=205 bytes_acked=563380684 bytes_sent=644769868 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.614473] TCP: my_cca: seq=223360 cwnd=3 rtt=118 bytes_acked=563386476 bytes_sent=644777108 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.615137] TCP: my_cca: seq=223367 cwnd=6 rtt=170 bytes_acked=563406748 bytes_sent=644804620 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.615322] TCP: my_cca: seq=223370 cwnd=3 rtt=293 bytes_acked=563412540 bytes_sent=644806068 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.616001] TCP: my_cca: seq=223377 cwnd=6 rtt=282 bytes_acked=563431364 bytes_sent=644829236 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.616266] TCP: my_cca: seq=223380 cwnd=3 rtt=108 bytes_acked=563440052 bytes_sent=644836476 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.617059] TCP: my_cca: seq=223390 cwnd=7 rtt=185 bytes_acked=563464668 bytes_sent=644866884 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.617438] TCP: my_cca: seq=223394 cwnd=3 rtt=105 bytes_acked=563474804 bytes_sent=644874124 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.617910] TCP: my_cca: seq=223400 cwnd=6 rtt=119 bytes_acked=563490732 bytes_sent=644892948 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.618112] TCP: my_cca: seq=223401 cwnd=6 rtt=285 bytes_acked=563495076 bytes_sent=644901636 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.618259] TCP: my_cca: seq=223403 cwnd=3 rtt=268 bytes_acked=563499420 bytes_sent=644904532 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.619202] TCP: my_cca: seq=223414 cwnd=7 rtt=246 bytes_acked=563526932 bytes_sent=644934940 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.619476] TCP: my_cca: seq=223417 cwnd=3 rtt=113 bytes_acked=563535620 bytes_sent=644942180 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.620223] TCP: my_cca: seq=223425 cwnd=7 rtt=203 bytes_acked=563558788 bytes_sent=644969692 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.620440] TCP: my_cca: seq=223428 cwnd=3 rtt=127 bytes_acked=563564580 bytes_sent=644976932 phase=congestion_avoidance Destination: 192.168.88.253:34706
[ 5932.621089] TCP: my_cca: seq=223435 cwnd=6 rtt=265 bytes_acked=563583404 bytes_sent=644998652 phase=loss_recovery Destination: 192.168.88.253:34706
[ 5932.621334] TCP: my_cca: seq=223438 cwnd=3 rtt=105 bytes_acked=563592092 bytes_sent=645005892 phase=congestion_avoidance Destination: 192.168.88.253:34706
