[ 6583.795387] TCP: my_cca: seq=1 cwnd=10 rtt=342 bytes_acked=4344 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:54910
[ 6599.083082] TCP: my_cca: seq=183664 cwnd=3 rtt=112 bytes_acked=453813420 bytes_sent=519614884 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.083694] TCP: my_cca: seq=183670 cwnd=6 rtt=255 bytes_acked=453830796 bytes_sent=519639500 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.083951] TCP: my_cca: seq=183673 cwnd=3 rtt=112 bytes_acked=453839484 bytes_sent=519646740 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.084581] TCP: my_cca: seq=183681 cwnd=6 rtt=211 bytes_acked=453858308 bytes_sent=519669908 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.084785] TCP: my_cca: seq=183684 cwnd=3 rtt=119 bytes_acked=453864100 bytes_sent=519677148 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.085294] TCP: my_cca: seq=183692 cwnd=6 rtt=188 bytes_acked=453881476 bytes_sent=519698868 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.085706] TCP: my_cca: seq=183695 cwnd=3 rtt=115 bytes_acked=453891612 bytes_sent=519706108 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.086087] TCP: my_cca: seq=183700 cwnd=5 rtt=167 bytes_acked=453903196 bytes_sent=519720588 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.086309] TCP: my_cca: seq=183702 cwnd=6 rtt=214 bytes_acked=453908988 bytes_sent=519730724 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.086566] TCP: my_cca: seq=183705 cwnd=3 rtt=114 bytes_acked=453917676 bytes_sent=519737964 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.087178] TCP: my_cca: seq=183712 cwnd=6 rtt=275 bytes_acked=453935052 bytes_sent=519759684 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.087433] TCP: my_cca: seq=183715 cwnd=3 rtt=110 bytes_acked=453943740 bytes_sent=519766924 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.088049] TCP: my_cca: seq=183722 cwnd=6 rtt=254 bytes_acked=453961116 bytes_sent=519788644 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.088258] TCP: my_cca: seq=183725 cwnd=3 rtt=120 bytes_acked=453968356 bytes_sent=519795884 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.088818] TCP: my_cca: seq=183732 cwnd=6 rtt=167 bytes_acked=453985732 bytes_sent=519820500 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.089162] TCP: my_cca: seq=183736 cwnd=3 rtt=126 bytes_acked=453994420 bytes_sent=519827740 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.089802] TCP: my_cca: seq=183743 cwnd=6 rtt=268 bytes_acked=454013244 bytes_sent=519849460 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.090062] TCP: my_cca: seq=183746 cwnd=3 rtt=113 bytes_acked=454021932 bytes_sent=519856700 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.090673] TCP: my_cca: seq=183753 cwnd=6 rtt=187 bytes_acked=454039308 bytes_sent=519881316 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.090888] TCP: my_cca: seq=183756 cwnd=3 rtt=125 bytes_acked=454046548 bytes_sent=519888556 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.091401] TCP: my_cca: seq=183763 cwnd=6 rtt=181 bytes_acked=454063924 bytes_sent=519910276 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.091726] TCP: my_cca: seq=183766 cwnd=3 rtt=112 bytes_acked=454072612 bytes_sent=519916068 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.092410] TCP: my_cca: seq=183774 cwnd=6 rtt=263 bytes_acked=454091436 bytes_sent=519939236 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.092664] TCP: my_cca: seq=183777 cwnd=3 rtt=110 bytes_acked=454100124 bytes_sent=519946476 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.093284] TCP: my_cca: seq=183783 cwnd=6 rtt=265 bytes_acked=454117500 bytes_sent=519968196 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.093529] TCP: my_cca: seq=183786 cwnd=3 rtt=155 bytes_acked=454124740 bytes_sent=519975436 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.094184] TCP: my_cca: seq=183795 cwnd=6 rtt=177 bytes_acked=454146460 bytes_sent=520001500 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.094576] TCP: my_cca: seq=183799 cwnd=3 rtt=115 bytes_acked=454156596 bytes_sent=520008740 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.094692] TCP: my_cca: seq=183800 cwnd=4 rtt=110 bytes_acked=454159492 bytes_sent=520013084 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.095040] TCP: my_cca: seq=183806 cwnd=6 rtt=125 bytes_acked=454172524 bytes_sent=520030460 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.095391] TCP: my_cca: seq=183810 cwnd=3 rtt=115 bytes_acked=454181212 bytes_sent=520037700 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.095929] TCP: my_cca: seq=183817 cwnd=6 rtt=212 bytes_acked=454198588 bytes_sent=520059420 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.096227] TCP: my_cca: seq=183820 cwnd=3 rtt=115 bytes_acked=454207276 bytes_sent=520065212 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.096870] TCP: my_cca: seq=183828 cwnd=6 rtt=222 bytes_acked=454226100 bytes_sent=520088380 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.097127] TCP: my_cca: seq=183832 cwnd=3 rtt=109 bytes_acked=454234788 bytes_sent=520095620 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.097792] TCP: my_cca: seq=183839 cwnd=6 rtt=254 bytes_acked=454252164 bytes_sent=520117340 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.098081] TCP: my_cca: seq=183842 cwnd=3 rtt=128 bytes_acked=454260852 bytes_sent=520124580 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.098678] TCP: my_cca: seq=183849 cwnd=6 rtt=220 bytes_acked=454279676 bytes_sent=520147748 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.098889] TCP: my_cca: seq=183852 cwnd=3 rtt=124 bytes_acked=454285468 bytes_sent=520154988 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.099548] TCP: my_cca: seq=183861 cwnd=6 rtt=207 bytes_acked=454305740 bytes_sent=520191188 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.099752] TCP: my_cca: seq=183864 cwnd=3 rtt=122 bytes_acked=454311532 bytes_sent=520198428 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.100433] TCP: my_cca: seq=183872 cwnd=6 rtt=217 bytes_acked=454333252 bytes_sent=520221596 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.100633] TCP: my_cca: seq=183874 cwnd=3 rtt=118 bytes_acked=454337596 bytes_sent=520228836 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.101290] TCP: my_cca: seq=183882 cwnd=6 rtt=202 bytes_acked=454357868 bytes_sent=520252004 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.101494] TCP: my_cca: seq=183885 cwnd=3 rtt=122 bytes_acked=454363660 bytes_sent=520259244 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.102156] TCP: my_cca: seq=183893 cwnd=6 rtt=288 bytes_acked=454382484 bytes_sent=520280964 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.102410] TCP: my_cca: seq=183896 cwnd=3 rtt=112 bytes_acked=454391172 bytes_sent=520288204 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.102742] TCP: my_cca: seq=183900 cwnd=5 rtt=128 bytes_acked=454402756 bytes_sent=520302684 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.103024] TCP: my_cca: seq=183902 cwnd=6 rtt=276 bytes_acked=454408548 bytes_sent=520309924 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.103305] TCP: my_cca: seq=183905 cwnd=3 rtt=132 bytes_acked=454417236 bytes_sent=520317164 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.103901] TCP: my_cca: seq=183911 cwnd=6 rtt=257 bytes_acked=454434612 bytes_sent=520338884 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.104163] TCP: my_cca: seq=183914 cwnd=3 rtt=113 bytes_acked=454443300 bytes_sent=520346124 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.104718] TCP: my_cca: seq=183921 cwnd=6 rtt=191 bytes_acked=454460676 bytes_sent=520367844 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.104973] TCP: my_cca: seq=183925 cwnd=3 rtt=111 bytes_acked=454469364 bytes_sent=520375084 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.105645] TCP: my_cca: seq=183932 cwnd=6 rtt=276 bytes_acked=454486740 bytes_sent=520396804 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.105863] TCP: my_cca: seq=183935 cwnd=3 rtt=125 bytes_acked=454493980 bytes_sent=520404044 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.106529] TCP: my_cca: seq=183944 cwnd=6 rtt=208 bytes_acked=454514252 bytes_sent=520427212 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.106735] TCP: my_cca: seq=183947 cwnd=3 rtt=121 bytes_acked=454520044 bytes_sent=520434452 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.107383] TCP: my_cca: seq=183955 cwnd=6 rtt=268 bytes_acked=454538868 bytes_sent=520456172 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.107638] TCP: my_cca: seq=183958 cwnd=3 rtt=112 bytes_acked=454547556 bytes_sent=520463412 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.108252] TCP: my_cca: seq=183964 cwnd=6 rtt=278 bytes_acked=454564932 bytes_sent=520485132 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.108458] TCP: my_cca: seq=183967 cwnd=3 rtt=115 bytes_acked=454572172 bytes_sent=520490924 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.108979] TCP: my_cca: seq=183974 cwnd=6 rtt=120 bytes_acked=454589548 bytes_sent=520514092 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.109340] TCP: my_cca: seq=183978 cwnd=3 rtt=118 bytes_acked=454598236 bytes_sent=520521332 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.109999] TCP: my_cca: seq=183985 cwnd=6 rtt=285 bytes_acked=454617060 bytes_sent=520543052 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.110260] TCP: my_cca: seq=183988 cwnd=3 rtt=113 bytes_acked=454625748 bytes_sent=520550292 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.110874] TCP: my_cca: seq=183995 cwnd=6 rtt=233 bytes_acked=454643124 bytes_sent=520572012 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.111093] TCP: my_cca: seq=183998 cwnd=3 rtt=128 bytes_acked=454650364 bytes_sent=520579252 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.111300] TCP: my_cca: seq=184000 cwnd=4 rtt=112 bytes_acked=454656156 bytes_sent=520585044 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.111779] TCP: my_cca: seq=184006 cwnd=6 rtt=221 bytes_acked=454672084 bytes_sent=520602420 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.111988] TCP: my_cca: seq=184008 cwnd=3 rtt=123 bytes_acked=454676428 bytes_sent=520609660 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.112621] TCP: my_cca: seq=184015 cwnd=6 rtt=274 bytes_acked=454695252 bytes_sent=520631380 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.112879] TCP: my_cca: seq=184018 cwnd=3 rtt=114 bytes_acked=454703940 bytes_sent=520638620 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.113490] TCP: my_cca: seq=184024 cwnd=6 rtt=274 bytes_acked=454721316 bytes_sent=520660340 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.113709] TCP: my_cca: seq=184027 cwnd=3 rtt=127 bytes_acked=454728556 bytes_sent=520667580 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.114250] TCP: my_cca: seq=184034 cwnd=6 rtt=190 bytes_acked=454745932 bytes_sent=520689300 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.114520] TCP: my_cca: seq=184037 cwnd=3 rtt=96 bytes_acked=454754620 bytes_sent=520695092 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.115055] TCP: my_cca: seq=184044 cwnd=6 rtt=240 bytes_acked=454770548 bytes_sent=520719708 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.115267] TCP: my_cca: seq=184046 cwnd=3 rtt=331 bytes_acked=454776340 bytes_sent=520721156 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.115763] TCP: my_cca: seq=184052 cwnd=6 rtt=192 bytes_acked=454790820 bytes_sent=520739980 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.116013] TCP: my_cca: seq=184056 cwnd=3 rtt=109 bytes_acked=454799508 bytes_sent=520747220 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.116540] TCP: my_cca: seq=184063 cwnd=6 rtt=181 bytes_acked=454815436 bytes_sent=520768940 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.116835] TCP: my_cca: seq=184066 cwnd=3 rtt=102 bytes_acked=454824124 bytes_sent=520774732 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.117449] TCP: my_cca: seq=184073 cwnd=6 rtt=204 bytes_acked=454841500 bytes_sent=520797900 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.117778] TCP: my_cca: seq=184077 cwnd=3 rtt=111 bytes_acked=454851636 bytes_sent=520805140 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.118432] TCP: my_cca: seq=184084 cwnd=6 rtt=281 bytes_acked=454869012 bytes_sent=520826860 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.118693] TCP: my_cca: seq=184087 cwnd=3 rtt=113 bytes_acked=454877700 bytes_sent=520834100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.119248] TCP: my_cca: seq=184094 cwnd=6 rtt=253 bytes_acked=454893628 bytes_sent=520867404 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.119433] TCP: my_cca: seq=184098 cwnd=3 rtt=100 bytes_acked=454902316 bytes_sent=520870300 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.119627] TCP: my_cca: seq=184100 cwnd=4 rtt=187 bytes_acked=454906660 bytes_sent=520876092 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.120057] TCP: my_cca: seq=184106 cwnd=6 rtt=169 bytes_acked=454919692 bytes_sent=520893468 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.120454] TCP: my_cca: seq=184109 cwnd=3 rtt=106 bytes_acked=454929828 bytes_sent=520900708 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.121047] TCP: my_cca: seq=184115 cwnd=6 rtt=229 bytes_acked=454947204 bytes_sent=520925324 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.121300] TCP: my_cca: seq=184118 cwnd=3 rtt=112 bytes_acked=454955892 bytes_sent=520932564 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.121801] TCP: my_cca: seq=184125 cwnd=6 rtt=215 bytes_acked=454971820 bytes_sent=520954284 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.122080] TCP: my_cca: seq=184128 cwnd=3 rtt=110 bytes_acked=454980508 bytes_sent=520960076 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.122597] TCP: my_cca: seq=184134 cwnd=6 rtt=214 bytes_acked=454994988 bytes_sent=520978900 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.122798] TCP: my_cca: seq=184138 cwnd=3 rtt=116 bytes_acked=455002228 bytes_sent=520986140 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.123414] TCP: my_cca: seq=184146 cwnd=6 rtt=216 bytes_acked=455019604 bytes_sent=521019444 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.123685] TCP: my_cca: seq=184150 cwnd=3 rtt=131 bytes_acked=455028292 bytes_sent=521023788 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.124269] TCP: my_cca: seq=184158 cwnd=6 rtt=205 bytes_acked=455045668 bytes_sent=521045508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.124619] TCP: my_cca: seq=184162 cwnd=3 rtt=125 bytes_acked=455054356 bytes_sent=521052748 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.125119] TCP: my_cca: seq=184170 cwnd=6 rtt=156 bytes_acked=455071732 bytes_sent=521074468 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.125402] TCP: my_cca: seq=184173 cwnd=3 rtt=97 bytes_acked=455080420 bytes_sent=521080260 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.126132] TCP: my_cca: seq=184181 cwnd=6 rtt=277 bytes_acked=455099244 bytes_sent=521103428 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.126395] TCP: my_cca: seq=184184 cwnd=3 rtt=115 bytes_acked=455107932 bytes_sent=521110668 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.127005] TCP: my_cca: seq=184190 cwnd=6 rtt=264 bytes_acked=455125308 bytes_sent=521132388 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.127267] TCP: my_cca: seq=184193 cwnd=3 rtt=114 bytes_acked=455133996 bytes_sent=521139628 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.127879] TCP: my_cca: seq=184199 cwnd=6 rtt=271 bytes_acked=455151372 bytes_sent=521161348 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.127917] TCP: my_cca: seq=184200 cwnd=3 rtt=309 bytes_acked=455154268 bytes_sent=521162796 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.128141] TCP: my_cca: seq=184202 cwnd=3 rtt=111 bytes_acked=455160060 bytes_sent=521168588 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.128749] TCP: my_cca: seq=184208 cwnd=6 rtt=252 bytes_acked=455177436 bytes_sent=521193204 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.129008] TCP: my_cca: seq=184211 cwnd=3 rtt=113 bytes_acked=455186124 bytes_sent=521200444 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.129620] TCP: my_cca: seq=184217 cwnd=6 rtt=274 bytes_acked=455203500 bytes_sent=521222164 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.129840] TCP: my_cca: seq=184220 cwnd=3 rtt=128 bytes_acked=455210740 bytes_sent=521229404 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.130356] TCP: my_cca: seq=184228 cwnd=6 rtt=147 bytes_acked=455228116 bytes_sent=521251124 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.130642] TCP: my_cca: seq=184231 cwnd=3 rtt=101 bytes_acked=455236804 bytes_sent=521256916 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.131195] TCP: my_cca: seq=184238 cwnd=6 rtt=251 bytes_acked=455252732 bytes_sent=521281532 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.131397] TCP: my_cca: seq=184240 cwnd=3 rtt=297 bytes_acked=455258524 bytes_sent=521282980 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.132188] TCP: my_cca: seq=184249 cwnd=7 rtt=241 bytes_acked=455281692 bytes_sent=521310492 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.132425] TCP: my_cca: seq=184253 cwnd=3 rtt=141 bytes_acked=455288932 bytes_sent=521317732 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.133140] TCP: my_cca: seq=184261 cwnd=6 rtt=226 bytes_acked=455310652 bytes_sent=521345244 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.133293] TCP: my_cca: seq=184263 cwnd=3 rtt=289 bytes_acked=455314996 bytes_sent=521346692 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.133818] TCP: my_cca: seq=184271 cwnd=6 rtt=148 bytes_acked=455332372 bytes_sent=521369860 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.134209] TCP: my_cca: seq=184274 cwnd=3 rtt=118 bytes_acked=455341060 bytes_sent=521377100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.134799] TCP: my_cca: seq=184281 cwnd=6 rtt=168 bytes_acked=455358436 bytes_sent=521404612 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.135029] TCP: my_cca: seq=184285 cwnd=3 rtt=142 bytes_acked=455367124 bytes_sent=521408956 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.135624] TCP: my_cca: seq=184293 cwnd=6 rtt=209 bytes_acked=455384500 bytes_sent=521433572 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.135984] TCP: my_cca: seq=184296 cwnd=3 rtt=126 bytes_acked=455393188 bytes_sent=521440812 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.136318] TCP: my_cca: seq=184300 cwnd=5 rtt=125 bytes_acked=455404772 bytes_sent=521453844 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.136633] TCP: my_cca: seq=184303 cwnd=6 rtt=228 bytes_acked=455414908 bytes_sent=521463980 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.136868] TCP: my_cca: seq=184305 cwnd=3 rtt=97 bytes_acked=455420700 bytes_sent=521471220 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.137472] TCP: my_cca: seq=184311 cwnd=6 rtt=270 bytes_acked=455438076 bytes_sent=521492940 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.137798] TCP: my_cca: seq=184314 cwnd=3 rtt=101 bytes_acked=455446764 bytes_sent=521500180 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.138351] TCP: my_cca: seq=184320 cwnd=6 rtt=198 bytes_acked=455464140 bytes_sent=521524796 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.138568] TCP: my_cca: seq=184323 cwnd=3 rtt=112 bytes_acked=455472828 bytes_sent=521529140 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.139218] TCP: my_cca: seq=184330 cwnd=6 rtt=259 bytes_acked=455490204 bytes_sent=521550860 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.139478] TCP: my_cca: seq=184333 cwnd=3 rtt=110 bytes_acked=455498892 bytes_sent=521558100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.140084] TCP: my_cca: seq=184339 cwnd=6 rtt=236 bytes_acked=455516268 bytes_sent=521579820 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.140347] TCP: my_cca: seq=184342 cwnd=3 rtt=113 bytes_acked=455524956 bytes_sent=521587060 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.140958] TCP: my_cca: seq=184348 cwnd=6 rtt=270 bytes_acked=455542332 bytes_sent=521608780 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.141175] TCP: my_cca: seq=184351 cwnd=3 rtt=124 bytes_acked=455549572 bytes_sent=521616020 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.141845] TCP: my_cca: seq=184358 cwnd=6 rtt=201 bytes_acked=455569844 bytes_sent=521647876 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.142104] TCP: my_cca: seq=184361 cwnd=3 rtt=116 bytes_acked=455577084 bytes_sent=521655116 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.142719] TCP: my_cca: seq=184369 cwnd=6 rtt=202 bytes_acked=455595908 bytes_sent=521678284 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.142934] TCP: my_cca: seq=184372 cwnd=3 rtt=130 bytes_acked=455601700 bytes_sent=521685524 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.143466] TCP: my_cca: seq=184380 cwnd=6 rtt=193 bytes_acked=455619076 bytes_sent=521707244 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.143735] TCP: my_cca: seq=184383 cwnd=3 rtt=99 bytes_acked=455627764 bytes_sent=521713036 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.144446] TCP: my_cca: seq=184390 cwnd=6 rtt=272 bytes_acked=455646588 bytes_sent=521736204 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.144710] TCP: my_cca: seq=184393 cwnd=3 rtt=111 bytes_acked=455655276 bytes_sent=521743444 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.145355] TCP: my_cca: seq=184400 cwnd=6 rtt=278 bytes_acked=455675548 bytes_sent=521770956 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.145636] TCP: my_cca: seq=184402 cwnd=3 rtt=123 bytes_acked=455681340 bytes_sent=521778196 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.146195] TCP: my_cca: seq=184408 cwnd=6 rtt=221 bytes_acked=455698716 bytes_sent=521799916 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.146448] TCP: my_cca: seq=184411 cwnd=3 rtt=110 bytes_acked=455707404 bytes_sent=521807156 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.147077] TCP: my_cca: seq=184419 cwnd=6 rtt=201 bytes_acked=455726228 bytes_sent=521830324 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.147286] TCP: my_cca: seq=184422 cwnd=3 rtt=122 bytes_acked=455732020 bytes_sent=521837564 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.147947] TCP: my_cca: seq=184430 cwnd=6 rtt=202 bytes_acked=455752292 bytes_sent=521865076 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.148159] TCP: my_cca: seq=184433 cwnd=3 rtt=128 bytes_acked=455758084 bytes_sent=521872316 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.148701] TCP: my_cca: seq=184440 cwnd=6 rtt=200 bytes_acked=455775460 bytes_sent=521894036 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.149048] TCP: my_cca: seq=184443 cwnd=3 rtt=122 bytes_acked=455784148 bytes_sent=521901276 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.149683] TCP: my_cca: seq=184450 cwnd=6 rtt=277 bytes_acked=455802972 bytes_sent=521922996 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6599.149937] TCP: my_cca: seq=184453 cwnd=3 rtt=112 bytes_acked=455811660 bytes_sent=521930236 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6599.150538] TCP: my_cca: seq=184459 cwnd=6 rtt=259 bytes_acked=455829036 bytes_sent=521951956 phase=loss_recovery Destination: 192.168.88.253:54910
